path,label,class_name,stage,gt_prob,pred_prob,pred,correct,entropy,gate
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.30,0.39325210452079773,0.43490302562713623,3,0,1.21022629737854,0.3603523075580597
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.30,0.09174758940935135,0.39594948291778564,3,0,1.4240525960922241,0.20831556618213654
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.30,0.9044913053512573,0.9044913053512573,1,1,0.35140296816825867,0.013692336156964302
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.30,0.21210910379886627,0.7073620557785034,0,0,0.8355535864830017,0.01788192056119442
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.30,0.8716146945953369,0.8716146945953369,2,1,0.4584915041923523,0.035938672721385956
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.30,0.07692376524209976,0.8774734139442444,2,0,0.5012175440788269,0.032795436680316925
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.30,0.5755338668823242,0.5755338668823242,1,1,1.0751497745513916,0.042023565620183945
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.30,0.22497928142547607,0.22497928142547607,3,1,1.667716145515442,0.23701362311840057
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.30,0.1973600536584854,0.41940197348594666,3,0,1.4658596515655518,0.2736915349960327
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.30,0.23125168681144714,0.397357702255249,3,0,1.3774607181549072,0.4731322228908539
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.30,0.9866414070129395,0.9866414070129395,4,1,0.08232878148555756,0.41275548934936523
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.30,0.4820083975791931,0.4820083975791931,3,1,1.240720272064209,0.5059682130813599
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.30,0.2251107096672058,0.6341853141784668,2,0,1.068690299987793,0.059044379740953445
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.30,0.1288219839334488,0.35288041830062866,3,0,1.3928123712539673,0.40266257524490356
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.30,0.47119006514549255,0.47119006514549255,2,1,1.2422477006912231,0.0744013711810112
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.30,0.9266679883003235,0.9266679883003235,3,1,0.353922963142395,0.637505054473877
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.30,0.11879236996173859,0.6980030536651611,2,0,0.9819642901420593,0.29995033144950867
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.30,0.7917440533638,0.7917440533638,0,1,0.5808169841766357,0.006408622954040766
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.30,0.9554468989372253,0.9554468989372253,0,1,0.2003125548362732,0.007656848523765802
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.30,0.6514301300048828,0.6514301300048828,3,1,1.0318166017532349,0.6101632714271545
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.30,0.5392376780509949,0.5392376780509949,1,1,1.0826200246810913,0.111194908618927
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.30,0.6197554469108582,0.6197554469108582,2,1,1.1313502788543701,0.18562278151512146
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.30,0.046131234616041183,0.897443413734436,2,0,0.4437061846256256,0.17120923101902008
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.30,0.018210753798484802,0.5484914779663086,2,0,1.1492702960968018,0.09152428060770035
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.30,0.6250684857368469,0.6250684857368469,5,1,0.8601899147033691,0.4219696521759033
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.30,0.8306728601455688,0.8306728601455688,2,1,0.6691694259643555,0.17943821847438812
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.30,0.4852656126022339,0.4852656126022339,5,1,1.140514850616455,0.5320731997489929
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.30,0.9133857488632202,0.9133857488632202,3,1,0.35699307918548584,0.4306894838809967
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.30,0.06127370521426201,0.5915826559066772,2,0,1.109421730041504,0.07776714116334915
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.30,0.4616985321044922,0.4616985321044922,2,1,1.1265860795974731,0.1672692596912384
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.30,0.12628665566444397,0.3468092978000641,3,0,1.4861019849777222,0.5318846106529236
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,low_0.50,0.8487670421600342,0.8487670421600342,4,1,0.4814516305923462,0.68921959400177
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,low_0.50,0.7497726082801819,0.7497726082801819,0,1,0.8914306163787842,0.13215351104736328
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,low_0.50,0.16517087817192078,0.5173172354698181,3,0,1.3085336685180664,0.20147523283958435
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,low_0.50,0.9899942278862,0.9899942278862,1,1,0.062099091708660126,0.0056508928537368774
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,low_0.50,0.04760820046067238,0.8792135119438171,0,0,0.5224686861038208,0.009945156052708626
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,low_0.50,0.5654387474060059,0.5654387474060059,2,1,1.118233323097229,0.017832104116678238
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,low_0.50,0.10192786157131195,0.825800359249115,2,0,0.6559773683547974,0.037182439118623734
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,low_0.50,0.5972763895988464,0.5972763895988464,1,1,0.903393030166626,0.02615789696574211
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,low_0.50,0.9495789408683777,0.9495789408683777,3,1,0.2373303920030594,0.8649827837944031
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,low_0.50,0.2917252779006958,0.2917252779006958,0,1,1.6257455348968506,0.18356621265411377
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,low_0.50,0.6170026063919067,0.6170026063919067,5,1,0.9067744612693787,0.5904264450073242
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,low_0.50,0.9969274401664734,0.9969274401664734,4,1,0.02417224831879139,0.3251032829284668
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,low_0.50,0.2215825468301773,0.6879467964172363,4,0,0.8901175260543823,0.45146840810775757
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,low_0.50,0.40028589963912964,0.4631580412387848,2,0,1.1614742279052734,0.031012138351798058
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,low_0.50,0.11092124134302139,0.5357983708381653,3,0,1.1363000869750977,0.3140724301338196
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,low_0.50,0.2731955647468567,0.5741217732429504,1,0,1.0355063676834106,0.0017365672392770648
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,low_0.50,0.9941457509994507,0.9941457509994507,3,1,0.039235200732946396,0.8766355514526367
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,low_0.50,0.9480891227722168,0.9480891227722168,4,1,0.26213282346725464,0.5968817472457886
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,low_0.50,0.8543567061424255,0.8543567061424255,0,1,0.5252150297164917,0.0033882383722811937
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,low_0.50,0.9770587086677551,0.9770587086677551,0,1,0.12200244516134262,0.010402044281363487
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,low_0.50,0.8492297530174255,0.8492297530174255,3,1,0.5522621870040894,0.6508727669715881
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,low_0.50,0.6828477382659912,0.6828477382659912,1,1,0.8801587820053101,0.00845720712095499
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,low_0.50,0.42093008756637573,0.43976181745529175,5,0,1.1388332843780518,0.07736073434352875
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,low_0.50,0.0867319256067276,0.8174944519996643,2,0,0.7070420384407043,0.047828663140535355
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,low_0.50,0.014944708906114101,0.5672711730003357,0,0,1.1721895933151245,0.16920821368694305
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,low_0.50,0.9136481285095215,0.9136481285095215,5,1,0.3550695776939392,0.16239844262599945
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,low_0.50,0.6625955700874329,0.6625955700874329,2,1,1.025884747505188,0.11294253170490265
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,low_0.50,0.8004077672958374,0.8004077672958374,5,1,0.626729428768158,0.5392622947692871
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,low_0.50,0.8806180357933044,0.8806180357933044,3,1,0.45102477073669434,0.18326710164546967
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,low_0.50,0.1913667917251587,0.48532721400260925,1,0,1.3086130619049072,0.13884513080120087
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,low_0.50,0.3835597634315491,0.4279102087020874,3,0,1.2208446264266968,0.10712533444166183
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,low_0.50,0.24994181096553802,0.33695802092552185,4,0,1.3897398710250854,0.4765259921550751
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\232.jpg,4,sadness,full,0.9757083058357239,0.9757083058357239,4,1,0.13716281950473785,0.6185022592544556
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\232.jpg,0,anger,full,0.8643576502799988,0.8643576502799988,0,1,0.5848509073257446,0.21633701026439667
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\232.jpg,5,surprise,full,0.8019664287567139,0.8019664287567139,5,1,0.7592297792434692,0.13884474337100983
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\232.jpg,1,disgust,full,0.9738197326660156,0.9738197326660156,1,1,0.1302131861448288,0.0013593521434813738
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\232.jpg,2,fear,full,0.06416011601686478,0.8794782757759094,0,0,0.4967383146286011,0.0049912272952497005
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\233.jpg,2,fear,full,0.6999032497406006,0.6999032497406006,2,1,0.9206222891807556,0.003405895084142685
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\233.jpg,0,anger,full,0.05728225037455559,0.6348329782485962,2,0,0.8930661678314209,0.047212760895490646
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\233.jpg,1,disgust,full,0.41992342472076416,0.5555081367492676,5,0,0.7966389060020447,0.008694578893482685
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\232.jpg,3,joy,full,0.7618739008903503,0.7618739008903503,3,1,0.6669085621833801,0.7248590588569641
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\234.jpg,0,anger,full,0.3756031394004822,0.3756031394004822,0,1,1.3944215774536133,0.05238905921578407
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\233.jpg,5,surprise,full,0.9244086146354675,0.9244086146354675,5,1,0.3606652319431305,0.40373238921165466
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\233.jpg,4,sadness,full,0.9977948665618896,0.9977948665618896,4,1,0.017622001469135284,0.30165913701057434
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\233.jpg,3,joy,full,0.025455350056290627,0.9388295412063599,4,0,0.3047318756580353,0.30965450406074524
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\234.jpg,1,disgust,full,0.35171759128570557,0.5472304224967957,2,0,1.0205113887786865,0.018956609070301056
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\234.jpg,5,surprise,full,0.3011783957481384,0.470419704914093,0,0,1.2559618949890137,0.17822733521461487
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\234.jpg,2,fear,full,0.29360705614089966,0.6006898880004883,1,0,0.9649276733398438,0.0007873672875575721
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\234.jpg,3,joy,full,0.9831578731536865,0.9831578731536865,3,1,0.09325102716684341,0.850334882736206
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\234.jpg,4,sadness,full,0.9839516282081604,0.9839516282081604,4,1,0.09911850094795227,0.7674782872200012
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\235.jpg,0,anger,full,0.7952519059181213,0.7952519059181213,0,1,0.6298242807388306,0.001826268038712442
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\236.jpg,0,anger,full,0.9706736207008362,0.9706736207008362,0,1,0.1579436957836151,0.021334214136004448
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\235.jpg,3,joy,full,0.6716801524162292,0.6716801524162292,3,1,0.8684335947036743,0.6633817553520203
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\235.jpg,1,disgust,full,0.9243391752243042,0.9243391752243042,1,1,0.34224414825439453,0.007869529537856579
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\235.jpg,2,fear,full,0.5961050391197205,0.5961050391197205,2,1,1.0146642923355103,0.017376886680722237
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\235.jpg,4,sadness,full,0.1400911808013916,0.6873635649681091,2,0,0.9969092011451721,0.00903342105448246
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\236.jpg,1,disgust,full,0.03244683891534805,0.6552623510360718,0,0,1.1219457387924194,0.11961426585912704
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\235.jpg,5,surprise,full,0.9467304944992065,0.9467304944992065,5,1,0.23478446900844574,0.236335888504982
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\236.jpg,2,fear,full,0.5879423022270203,0.5879423022270203,2,1,1.0418531894683838,0.02790667675435543
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\236.jpg,5,surprise,full,0.9566588997840881,0.9566588997840881,5,1,0.2109827995300293,0.47702962160110474
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\236.jpg,3,joy,full,0.34704795479774475,0.5522773861885071,5,0,1.0097711086273193,0.12309394031763077
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\237.jpg,5,surprise,full,0.2750936448574066,0.42582547664642334,1,0,1.2086869478225708,0.04522489756345749
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\237.jpg,2,fear,full,0.47576647996902466,0.47576647996902466,2,1,1.3017152547836304,0.17357100546360016
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\237.jpg,0,anger,full,0.23372340202331543,0.5620086193084717,4,0,1.1960346698760986,0.4899093508720398
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\236.jpg,4,sadness,low_0.15,0.07002154737710953,0.6615686416625977,2,0,1.083286166191101,0.07632540911436081
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\237.jpg,1,disgust,low_0.15,0.8903735280036926,0.8903735280036926,1,1,0.45746302604675293,0.012757974676787853
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\237.jpg,3,joy,low_0.15,0.5888440012931824,0.5888440012931824,3,1,1.1799657344818115,0.5146496295928955
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\237.jpg,4,sadness,low_0.15,0.030690433457493782,0.739963710308075,2,0,0.8316053152084351,0.01475696824491024
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\238.jpg,3,joy,low_0.15,0.32453665137290955,0.32453665137290955,3,1,1.5308676958084106,0.3761797249317169
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\238.jpg,5,surprise,low_0.15,0.21059615910053253,0.44967857003211975,2,0,1.342191457748413,0.17559632658958435
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\238.jpg,2,fear,low_0.15,0.6790152192115784,0.6790152192115784,2,1,0.9391353130340576,0.201445072889328
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\238.jpg,1,disgust,low_0.15,0.3470984995365143,0.5609930157661438,2,0,1.0032398700714111,0.02298610657453537
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\238.jpg,4,sadness,low_0.15,0.18682581186294556,0.43437638878822327,2,0,1.4615939855575562,0.40320953726768494
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\238.jpg,0,anger,low_0.15,0.16417819261550903,0.762015163898468,2,0,0.7892076969146729,0.13546767830848694
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\239.jpg,1,disgust,low_0.15,0.8359982371330261,0.8359982371330261,1,1,0.5096123218536377,0.0034601136576384306
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\239.jpg,2,fear,low_0.15,0.9244905114173889,0.9244905114173889,2,1,0.34046751260757446,0.20220337808132172
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\239.jpg,0,anger,low_0.15,0.5605605244636536,0.5605605244636536,0,1,1.1343703269958496,0.24892428517341614
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\240.jpg,0,anger,low_0.15,0.384841650724411,0.384841650724411,0,1,1.401648759841919,0.07352408021688461
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\disgust\240.jpg,1,disgust,low_0.15,0.20548862218856812,0.3918887972831726,0,0,1.532451868057251,0.08768784999847412
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\239.jpg,5,surprise,low_0.15,0.03264501318335533,0.8543447852134705,2,0,0.6134949922561646,0.07026376575231552
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\239.jpg,3,joy,low_0.15,0.45563486218452454,0.45563486218452454,3,1,1.339181900024414,0.28812986612319946
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\240.jpg,3,joy,low_0.15,0.3679942786693573,0.3679942786693573,3,1,1.413351058959961,0.4320720434188843
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\240.jpg,2,fear,low_0.15,0.9417517185211182,0.9417517185211182,2,1,0.27588149905204773,0.019902147352695465
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\surprise\240.jpg,5,surprise,low_0.15,0.05369558185338974,0.6582740545272827,2,0,1.013504981994629,0.07389821112155914
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\239.jpg,4,sadness,low_0.15,0.1824844479560852,0.5086365938186646,2,0,1.420110821723938,0.39913612604141235
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\sadness\240.jpg,4,sadness,low_0.15,0.09309370815753937,0.622087299823761,2,0,0.9909602403640747,0.019706444814801216
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\joy\241.jpg,3,joy,low_0.15,0.08526391535997391,0.6984878182411194,2,0,1.066174030303955,0.3223862051963806
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\fear\241.jpg,2,fear,low_0.15,0.5357546210289001,0.5357546210289001,2,1,1.152437448501587,0.17943519353866577
D:\OneDrive\Desktop\TEP-VEA\EmotionROI\images\anger\241.jpg,0,anger,low_0.15,0.7015615105628967,0.7015615105628967,0,1,0.841778039932251,0.017669813707470894
